Label,Duration
2022-11-20 9:30,292.28
2022-11-20 9:45,293.78
2022-11-20 10:15,305.68
2022-11-20 10:30,292.39
2022-11-20 10:45,293.16
2022-11-20 11:15,300.99
2022-11-20 11:30,292.67
2022-11-20 11:45,296.58
2022-11-20 12:15,291.65
2022-11-20 12:30,299.03
2022-11-20 12:45,294.04
2022-11-20 13:15,290.63
2022-11-20 13:30,291.22
2022-11-20 13:45,302.58
2022-11-20 14:15,313.33
2022-11-20 14:30,287.42
2022-11-20 14:45,306.53
2022-11-20 15:15,292.68
2022-11-20 15:30,276.37
2022-11-20 15:45,312.69
2022-11-20 16:15,299.01
2022-11-20 16:30,296.98
2022-11-20 16:45,288.32
2022-11-20 17:15,293.43
2022-11-20 17:30,272.32
2022-11-20 17:45,323.95
2022-11-20 18:15,294.04
2022-11-20 18:30,297.05
2022-11-20 18:45,309.74
2022-11-20 19:15,297.73
2022-11-20 19:30,312.68
2022-11-20 19:45,311.59
2022-11-20 20:15,313.92
2022-11-20 20:30,285.8
2022-11-20 20:45,320.95
2022-11-20 21:15,289.75
2022-11-20 21:30,278.24
2022-11-20 21:45,291.63
2022-11-20 22:15,303.46
2022-11-20 22:30,291.44
