Label,Duration
2022-12-06 21:30,1157.09
2022-12-06 21:45,1218.45
2022-12-06 22:15,1177.26
2022-12-06 22:30,1218
2022-12-06 22:45,1287.58
2022-12-06 23:15,1359.67
2022-12-06 23:30,1177.75
2022-12-06 23:45,1470.79
2022-12-07 0:15,1508.01
2022-12-07 0:30,1275.16
2022-12-07 0:45,1177.54
2022-12-07 1:15,1191.38
2022-12-07 1:30,1334.53
2022-12-07 1:45,1178.33
2022-12-07 2:15,1271.24
2022-12-07 2:30,1198.84
2022-12-07 2:45,1215.09
2022-12-07 3:15,1177.72
2022-12-07 3:30,1279.29
2022-12-07 3:45,1175.87
2022-12-07 4:15,1355.17
2022-12-07 4:30,1254.76
2022-12-07 4:45,1446.54
2022-12-07 5:15,1270.83
2022-12-07 5:30,1194.95
2022-12-07 5:45,1320.02
2022-12-07 6:15,1196.82
2022-12-07 6:30,1299.3
2022-12-07 6:45,1177.16
2022-12-07 7:15,1335.19
2022-12-07 7:30,1272.83
2022-12-07 7:45,1387.24
2022-12-07 8:15,1254.81
2022-12-07 8:30,1236.89
2022-12-07 8:45,1179.59
2022-12-07 9:15,1179
2022-12-07 9:30,1350.68
2022-12-07 9:45,1279.11
2022-12-07 10:15,1231.98
2022-12-07 10:30,1198.57
2022-12-07 10:45,1299.25
2022-12-07 11:15,1456.9
2022-12-07 11:30,1156.64
2022-12-07 11:45,1208.72
2022-12-07 12:15,1374.96
2022-12-07 12:30,1280.16
2022-12-07 12:45,1195.64
2022-12-07 13:15,1234.98
2022-12-07 13:30,1358.71
2022-12-07 13:45,1216.54
2022-12-07 14:15,1339.11
2022-12-07 14:30,1233.85
2022-12-07 14:45,1196.84
2022-12-07 15:15,1180.55
2022-12-07 15:30,1179.21
2022-12-07 15:45,1157.89
2022-12-07 16:15,1471.28
2022-12-07 16:30,1315.12
2022-12-07 16:45,1207.65
2022-12-07 17:15,1399.32
2022-12-07 17:30,1358.71
2022-12-07 17:45,1179.13
2022-12-07 18:15,1198.84
2022-12-07 18:30,1217.08
