Label,Duration
2022-12-05 21:15,1040.15
2022-12-05 21:30,1017.7
2022-12-05 21:45,1039.1
2022-12-05 22:15,1038.61
2022-12-05 22:30,1030.49
2022-12-05 22:45,1014.55
2022-12-05 23:15,959.45
2022-12-05 23:30,996.34
2022-12-05 23:45,989.66
2022-12-06 0:15,977.06
2022-12-06 0:30,995.37
2022-12-06 0:45,1075.01
2022-12-06 1:15,1057.99
2022-12-06 1:30,1015.65
2022-12-06 1:45,953.38
2022-12-06 2:15,1038.38
2022-12-06 2:30,996.42
2022-12-06 2:45,955.84
2022-12-06 3:15,1039.98
2022-12-06 3:30,1060.04
2022-12-06 3:45,1052.45
2022-12-06 4:15,1011.43
2022-12-06 4:30,1077.23
2022-12-06 4:45,1057.48
2022-12-06 5:15,1028.39
2022-12-06 5:30,1016.97
2022-12-06 5:45,1036.88
2022-12-06 6:15,955.97
2022-12-06 6:30,1034.19
2022-12-06 6:45,1050.9
2022-12-06 7:15,990.19
2022-12-06 7:30,1026.54
2022-12-06 7:45,1077.41
2022-12-06 8:15,957.39
2022-12-06 8:30,1052.45
2022-12-06 8:45,1078.44
2022-12-06 9:15,1031.94
2022-12-06 9:30,1005.7
2022-12-06 9:45,1036.32
2022-12-06 10:15,956.89
2022-12-06 10:30,997.21
2022-12-06 10:45,999.12
2022-12-06 11:15,1057.1
2022-12-06 11:30,1049.91
2022-12-06 11:45,1000.11
2022-12-06 12:15,974.59
2022-12-06 12:30,1037.48
2022-12-06 12:45,1013.94
2022-12-06 13:15,977.39
2022-12-06 13:30,1033.53
2022-12-06 13:45,999.16
2022-12-06 14:15,1043.03
2022-12-06 14:30,1039.44
2022-12-06 14:45,1077.47
2022-12-06 15:15,992.86
2022-12-06 15:30,1036.14
2022-12-06 15:45,1040.08
2022-12-06 16:15,991.8
2022-12-06 16:30,977.54
2022-12-06 16:45,997.45
2022-12-06 17:15,971.83
2022-12-06 17:30,1097.79
2022-12-06 17:45,1057.69
2022-12-06 18:15,1015.35
