Label,Duration
2022-11-19 12:45,634.3
2022-11-19 13:15,612.15
2022-11-19 13:30,598.14
2022-11-19 13:45,637.48
2022-11-19 14:15,604.19
2022-11-19 14:30,593.04
2022-11-19 14:45,598.19
2022-11-19 15:15,587.96
2022-11-19 15:30,600.17
2022-11-19 15:45,596.64
2022-11-19 16:15,589.55
2022-11-19 16:30,618.49
2022-11-19 16:45,596.1
2022-11-19 17:15,564.23
2022-11-19 17:30,612.6
2022-11-19 17:45,592.6
2022-11-19 18:15,552.2
2022-11-19 18:30,623.88
2022-11-19 18:45,587.31
2022-11-19 19:15,603.72
2022-11-19 19:30,608
2022-11-19 19:45,552.64
2022-11-19 20:15,587.8
2022-11-19 20:30,590.25
2022-11-19 20:45,631.92
2022-11-19 21:15,632.94
2022-11-19 21:30,588.96
2022-11-19 21:45,612.49
2022-11-19 22:15,589.99
2022-11-19 22:30,628.64
2022-11-19 22:45,595.43
2022-11-19 23:15,638.99
2022-11-19 23:30,634.27
2022-11-19 23:45,604.17
2022-11-20 0:15,642.32
2022-11-20 0:30,623.43
2022-11-20 0:45,653.14
2022-11-20 1:15,607.45
2022-11-20 1:30,611.99
2022-11-20 1:45,592.14
2022-11-20 2:15,627.89
2022-11-20 2:30,595.41
2022-11-20 2:45,602.45
2022-11-20 3:15,606.41
2022-11-20 3:30,603.62
2022-11-20 3:45,567.04
2022-11-20 4:15,631.55
2022-11-20 4:30,627.33
2022-11-20 4:45,608.91
2022-11-20 5:15,626.38
2022-11-20 5:30,562.5
2022-11-20 5:45,574.9
2022-11-20 6:15,612.8
2022-11-20 6:30,588.77
2022-11-20 6:45,676.26
2022-11-20 7:15,625.81
2022-11-20 7:30,606.11
2022-11-20 7:45,607.84
2022-11-20 8:15,596.13
2022-11-20 8:30,625.72
